name,year
Hyundai Santro Xing GLS,2013
Nissan Sunny Diesel XV,2014
Hyundai Santro Xing GL Plus,2009
Maruti Wagon R LXI BS IV,2015
Hyundai i10 Era,2010
Mahindra Xylo D2 BS IV,2011
Maruti Wagon R LXI Minor,2009
Tata Indigo CS LS (TDI) BS-III,2015
Mahindra Bolero 2011-2019 DI BSIII,2014
Maruti Swift Dzire VDI,2017
Maruti Swift Vdi BSIII,2010
Renault KWID 1.0 RXT Optional,2016
Mahindra Xylo E6,2011
Maruti Wagon R LXI BSIII,2012
Mahindra Bolero DI DX 8 Seater,2008
Mahindra TUV 300 T8,2015
Hyundai EON Era Plus,2015
Maruti Zen Estilo LXI BS IV,2010
Maruti Celerio VXI,2016
Hyundai EON Era Plus,2014
Tata Nano Cx,2011
Mahindra Bolero DI DX 8 Seater,2009
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2014
Hyundai i20 Asta 1.4 CRDi,2015
Hyundai Elite i20 Magna Plus BSIV,2019
Mahindra TUV 300 T6 Plus,2019
Mahindra Scorpio M2DI,2011
Honda CR-V 2.4 4WD AT,2007
Datsun GO Anniversary Edition,2017
Mahindra KUV 100 mFALCON G80 K2,2016
Hyundai i20 Sportz 1.4 CRDi,2012
Maruti Celerio LXI,2014
Hyundai Accent GLE,2004
Mahindra Bolero 2011-2019 SLE,2012
Tata Indigo CS LS (TDI) BS III,2012
Mahindra Bolero 2011-2019 Plus AC,2016
Toyota Etios GD,2012
Mahindra Bolero PLUS AC BSIII,2011
Mahindra Bolero 2011-2019 Plus - AC BSIII,2011
Nissan Sunny XE,2011
Tata Manza Club Class Quadrajet90 VX,2013
Hyundai Xcent 1.1 CRDi SX Option,2017
Hyundai Xcent 1.2 VTVT E Plus,2018
Ford Freestyle Titanium Plus Petrol BSIV,2019
Skoda Rapid Ultima 1.6 TDI Elegance,2013
Mahindra Bolero 2011-2019 Plus - AC BSIII,2012
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,2007
Toyota Innova 2.5 G (Diesel) 7 Seater,2014
Hyundai Grand i10 1.2 Kappa Magna AT,2018
Renault KWID 1.0 RXT Optional,2017
Volkswagen Polo 1.5 TDI Comfortline,2014
Chevrolet Beat LT,2010
Maruti Swift VXI Optional,2015
Mahindra XUV500 W10 2WD,2017
Maruti Swift 1.3 VXi,2006
Mahindra Bolero GLX,2004
Tata Indica V2 DLX TC,2006
Hyundai Grand i10 1.2 Kappa Magna BSIV,2018
Maruti Zen Estilo VXI BSIV W ABS,2011
Tata Tiago 1.05 Revotorq XM,2017
Maruti Alto K10 VXI,2020
Maruti Eeco 7 Seater Standard BSIV,2011
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,2012
Toyota Innova 2.5 E Diesel MS 8-seater,2008
Tata Indigo eCS VX BSIV,2013
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017
Mahindra Scorpio 2.6 CRDe SLE,2011
Hyundai Santro Xing XP,2003
Hyundai EON Era Plus,2011
Hyundai EON D Lite,2013
Maruti Alto LX,2005
Tata Indica V2 DL BSIII,2006
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Volkswagen Polo Diesel Highline 1.2L,2010
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019
Mahindra Xylo D2,2011
Mahindra Bolero 2011-2019 DI - AC BS III,2016
Fiat Linea 1.3 Active,2010
Hyundai Grand i10 CRDi Sportz,2015
Maruti Swift Dzire VDi,2012
Hyundai i20 1.4 CRDi Era,2012
Mahindra Xylo D4 BSIV,2012
Honda Amaze i-VTEC Privilege Edition,2017
Mahindra Scorpio S2 7 Seater,2015
Maruti Alto K10 VXI,2016
Hyundai Santro GLS I - Euro I,1999
Mahindra Scorpio M2DI,2011
Skoda Superb 1.8 TSI,2010
Tata Indica Vista Quadrajet ZX,2012
Ford Endeavour Hurricane Limited Edition,2013
Hyundai Grand i10 Sportz,2017
Ford Freestyle Trend Petrol BSIV,2019
Mahindra XUV500 W8 2WD,2014
Chevrolet Aveo U-VA 1.2 LS,2008
Mahindra Bolero SLX 2WD BSIII,2009
Mahindra Scorpio 2.6 SPORTZ CRDe,2006
Hyundai Santro Xing GL,2009
Datsun RediGO Sport,2017
Mahindra Bolero ZLX BSIII,2003
Maruti Swift Dzire VXI,2014
Tata Indigo CS LS (TDI) BS III,2013
Ford Freestyle Titanium Petrol BSIV,2019
Maruti 800 AC,2012
Honda Civic 1.8 V AT,2009
Mahindra XUV500 W6 2WD,2014
Maruti Alto LXi,2010
Chevrolet Tavera Neo 3 LS 10 Str,2016
Maruti Swift VDI,2013
Datsun GO Plus D1,2015
Maruti Swift Dzire VDi,2011
Renault KWID 1.0 RXT Optional,2018
Chevrolet Enjoy 1.3 TCDi LS 7,2016
Maruti Wagon R VXI BS IV,2015
Maruti Swift VXI Optional,2017
Hyundai EON D Lite Plus,2015
Renault Duster 110PS Diesel RxZ,2015
Honda City 2017-2020 GXi,2008
Tata Tigor 1.2 Revotron XT,2019
Maruti Swift Dzire ZDi,2011
Maruti 800 AC,2000
Honda Amaze VX Diesel BSIV,2019
Maruti Ertiga ZXI,2013
Tata Manza Aura Quadrajet,2011
Maruti Ertiga ZXI,2013
Hyundai i20 Asta 1.2,2015
Maruti Omni E MPI STD BS IV,2016
Tata Manza Aura Quadrajet,2011
Mahindra Bolero VLX CRDe,2011
Maruti Alto Std,2008
Maruti Omni 8 Seater BSII,2009
Honda Amaze E i-Dtech,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014
Hyundai EON Era Plus,2012
Maruti Wagon R LXI BS IV,2013
Maruti Baleno Alpha 1.2,2016
Hyundai i20 Magna,2010
Maruti Ritz VDi,2012
Hyundai Creta 1.6 CRDi SX,2017
Maruti Swift Dzire VXI,2017
Hyundai Verna 1.6 CRDi S,2017
Mahindra XUV500 W10 1.99 mHawk,2016
Maruti Swift ZXI,2012
Hyundai Santro Xing XS,2007
Maruti Alto 800 LXI,2015
Maruti Alto 800 LXI,2015
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015
Mahindra Verito Vibe 1.5 dCi D4,2014
Maruti Wagon R Stingray VXI,2014
Maruti Wagon R Stingray VXI,2014
Tata Sumo Gold EX BSIII,2017
Maruti Zen Estilo LXI BS IV,2010
Tata Sumo GX,2008
Maruti Ritz ZXi,2012
Tata Indica Vista Terra 1.4 TDI,2009
Hyundai i10 Sportz 1.1L,2015
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019
Ford Fiesta 1.4 ZXi Duratec,2011
Mahindra KUV 100 mFALCON G80 K2,2016
Hyundai i10 Sportz 1.1L,2016
Maruti Swift Dzire VDI,2017
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011
Maruti Alto LX,2009
Mahindra Scorpio SLE BSIV,2011
Hyundai Verna CRDi SX,2007
Hyundai EON 1.0 Kappa Magna Plus,2015
Maruti Swift Dzire VDI,2017
Maruti Ertiga ZDI,2013
Tata Indigo GLX,2011
Renault KWID 1.0 RXT Optional,2017
Chevrolet Sail Hatchback Petrol,2013
Maruti Omni E MPI STD BS IV,2018
Hyundai i20 Asta Option 1.2,2016
Renault KWID RXT,2016
Maruti Esteem Vxi - BSII,2005
Hyundai Verna 1.6 VGT CRDi,2011
Tata Tigor 1.05 Revotorq XZ,2017
Maruti Ertiga VDI,2015
Maruti Alto 800 CNG LXI,2012
Renault KWID RXT,2017
Hyundai EON Era,2011
Maruti Swift Dzire ZDI,2017
Maruti Wagon R Duo Lxi,2012
Toyota Corolla Altis D-4D J,2015
Hyundai i20 Sportz 1.2,2013
Hyundai i20 2015-2017 Sportz 1.2,2016
Tata Manza Aqua Quadrajet BS IV,2010
Mahindra Xylo H4,2016
Tata Indigo LS,2010
Mahindra Xylo H4,2014
Tata Indigo CS LX (TDI) BS-III,2013
Ford Fiesta Classic 1.4 Duratorq CLXI,2012
Maruti Celerio VXI,2015
Renault Triber RXT BSIV,2019
Chevrolet Beat Diesel LT,2012
Mahindra Scorpio Getaway,2016
Renault KWID RXT,2016
Chevrolet Sail 1.2 LS ABS,2015
Mahindra Bolero DI Non AC BSIII,2010
Tata Indigo CS LX (TDI) BS III,2012
Hyundai Accent GLX,2003
Ford Fusion 1.4 TDCi Diesel,2009
Mahindra Bolero 2011-2019 SLX,2016
Mahindra Scorpio 1.99 S10,2017
Skoda Octavia Ambition 2.0 TDI MT,2015
Ford Figo Diesel Titanium,2010
Mahindra Bolero SLX,2010
Tata Indigo CS LX (TDI) BS III,2012
Honda WR-V i-DTEC VX,2017
Honda City 2017-2020 GXi,2006
Hyundai i20 Magna 1.4 CRDi,2010
Maruti Vitara Brezza VDi,2017
Hyundai Elite i20 Petrol Asta Option,2019
Maruti 800 Std,2002
Ford Figo Diesel Titanium,2011
Toyota Innova 2.5 G4 Diesel 7-seater,2009
Toyota Fortuner 3.0 Diesel,2010
Hyundai i20 1.2 Sportz,2011
Audi A4 2.0 TDI,2014
Toyota Etios GD,2013
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018
Hyundai i20 Sportz 1.2,2013
Hyundai EON Magna Plus,2015
Tata Zest Quadrajet 1.3 75PS XE,2017
Tata Indica Vista Quadrajet VX,2012
Hyundai EON Era Plus,2014
Hyundai Grand i10 1.2 CRDi Asta,2018
Maruti Eeco Smiles 7 Seater Standard,2013
Datsun GO Plus Anniversary Edition,2017
Maruti Swift Dzire VDi,2009
Mahindra TUV 300 T6 Plus,2016
Hyundai i20 1.4 CRDi Magna,2012
Maruti Alto 800 VXI Plus,2020
Renault KWID RXT Optional,2018
Maruti XL6 Alpha,2019
Hyundai i20 Active SX Diesel,2018
Mahindra TUV 300 Plus P4 BSIV,2018
Mahindra Bolero 2011-2019 DI - AC BS III,2016
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013
Tata Tigor 1.05 Revotorq XZ Option,2017
Honda City i DTEC VX Option,2015
Hyundai Santro Magna BSIV,2019
Maruti Ertiga VDI,2012
Maruti Swift VDI Optional,2016
Maruti Alto K10 Knightracer,2013
Chevrolet Beat Diesel LT,2012
Hyundai i20 Active 1.4 SX with AVN,2016
Maruti SX4 ZDI,2011
Maruti Wagon R LXI Minor,2010
Tata Indica V2 2001-2011 eLX,2011
Maruti 800 AC,2007
Hyundai Verna 1.6 SX,2012
Hyundai Verna CRDi SX ABS,2009
Tata New Safari 3L Dicor LX 4x2,2007
Maruti Zen LXI,2006
Maruti Swift Ldi BSIII,2008
Hyundai Creta 1.4 EX Diesel,2019
Maruti Swift Dzire VDi,2012
Maruti Swift Dzire VDI,2012
Chevrolet Beat Diesel LT,2015
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2010
Ford Figo Diesel EXI,2011
Hyundai Verna CRDi SX,2008
Maruti Zen D,2003
Maruti Swift Dzire VXI 1.2,2019
Renault Duster 85PS Diesel RxL,2016
Renault Triber RXZ BSIV,2019
Maruti Vitara Brezza ZDi Plus Dual Tone,2016
Maruti Ertiga ZDI,2012
Maruti Eeco 5 Seater AC BSIV,2011
Maruti Zen Estilo 1.1 LXI BSIII,2007
Mahindra XUV500 W6 2WD,2015
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008
Hyundai i20 1.4 Asta Option,2017
Mahindra Bolero SLX,2008
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Toyota Innova 2.5 VX 8 STR,2012
Maruti Baleno Zeta Automatic,2019
Maruti Alto LXi BSIII,2010
Maruti Swift VDI BSIV,2015
Volkswagen Vento Diesel Highline,2012
Maruti Ritz VDi,2012
Toyota Innova Crysta 2.8 GX AT BSIV,2018
Mahindra Scorpio 2009-2014 EX 2WD 7S,2014
Honda Brio S MT,2016
Hyundai Elantra CRDi SX,2013
Chevrolet Sail Hatchback LS ABS,2013
Hyundai Getz GLS,2005
Maruti Wagon R VXI BS IV,2011
Hyundai i20 Asta Option 1.4 CRDi,2015
Hyundai i20 Asta Option 1.4 CRDi,2015
Volkswagen Polo Diesel Trendline 1.2L,2013
Tata Indica V2 DL BSIII,2011
Maruti Swift Dzire VXi,2010
Maruti Alto K10 2010-2014 VXI,2013
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,2011
Hyundai Santa Fe 4WD AT,2014
Mahindra Thar DI 4X4,2014
Chevrolet Spark 1.0 LT,2009
Maruti Swift Dzire VDI,2018
Hyundai Verna VTVT 1.6 SX Option,2018
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,2013
Maruti Ertiga VDI,2014
Mahindra Scorpio S4 Plus 4WD,2015
Mahindra Xylo E8 BS4,2010
Tata Indigo LS BSII,2006
Mahindra Scorpio EX,2013
Maruti Wagon R Stingray VXI,2013
Tata Indica V2 DLS TC,2008
Tata Safari DICOR 2.2 EX 4x2,2012
Maruti Wagon R LXI BS IV,2012
Maruti 800 AC,1999
Renault KWID RXT,2016
Mahindra Bolero 2011-2019 EX NON AC,2014
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018
Hyundai Verna Transform SX VGT CRDi,2011
Hyundai Verna Xi (Petrol),2006
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013
Tata Tigor 2017-2020 XZ Plus Diesel,2019
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2015
Ford Fiesta Classic 1.4 Duratorq CLXI,2012
Ford Figo Diesel Titanium,2012
Ford Aspire Titanium Diesel BSIV,2016
Ford Ecosport 1.5 DV5 MT Titanium,2014
Ford Fiesta Classic 1.4 Duratorq CLXI,2012
Ford Figo Titanium Diesel BSIV,2010
Mahindra XUV500 W8 2WD,2013
Fiat Punto 1.3 Emotion,2013
Ford EcoSport 1.5 TDCi Titanium BSIV,2013
Hyundai Verna VTVT 1.6 SX Option,2019
Tata Tiago 1.2 Revotron XZ,2017
Mahindra Scorpio S10 7 Seater,2015
Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018
Honda City 1.5 E MT,2008
Maruti Ritz VDi,2013
Ford Fiesta EXi 1.4 TDCi Ltd,2011
Tata Indica V2 DLG TC,2008
Maruti Alto LX,2000
Maruti Celerio ZXI,2017
Chevrolet Optra Magnum 2.0 LS,2011
Hyundai i10 Magna 1.1L,2013
Hyundai Creta 1.4 CRDi S Plus,2017
Hyundai Xcent 1.2 Kappa S Option,2014
Volkswagen Polo Diesel Highline 1.2L,2011
Hyundai Verna Transform SX VTVT,2011
Honda City i DTEC VX,2015
Maruti Alto LXi,2009
Maruti Swift Dzire VDI,2019
Maruti Alto 800 VXI,2015
Tata Sumo MKII GX BS IV,2011
Toyota Innova Crysta 2.5 VX BS IV,2011
Toyota Fortuner 4x2 Manual,2014
Mahindra Thar CRDe AC,2014
Honda Mobilio S i DTEC,2016
Mahindra KUV 100 G80 K8,2018
Mahindra XUV500 W8 2WD,2013
Toyota Innova 2.5 E Diesel MS 7-seater,2007
Toyota Qualis Fleet A3,2000
Maruti Swift Dzire AMT VXI,2019
Renault KWID RXT Optional,2019
Maruti Alto K10 2010-2014 VXI,2013
Renault KWID RXT Optional,2016
Maruti Ertiga SHVS ZDI Plus,2017
Maruti Alto K10 VXI,2016
Honda BRV i-VTEC V CVT,2017
Ford Figo Aspire 1.5 TDCi Titanium,2018
Hyundai Creta 1.6 CRDi SX Option,2015
Honda Jazz V CVT,2017
Hyundai Grand i10 CRDi Sportz,2016
BMW X6 xDrive30d,2013
Maruti Swift Dzire ZXI Plus,2018
Honda Jazz 1.2 V i VTEC,2016
Mercedes-Benz E-Class E250 CDI Avantgarde,2016
Maruti Ignis 1.3 AMT Zeta,2017
Chevrolet Cruze LTZ AT,2011
Toyota Corolla Altis 1.8 G,2018
Toyota Corolla Altis 1.8 VL AT,2017
Mercedes-Benz GLA Class 200 CDI SPORT,2017
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019
Kia Seltos HTX Plus AT D,2020
Maruti Ciaz RS ZDi Plus SHVS,2017
Skoda Rapid 1.5 TDI AT Style Plus,2016
Maruti Swift ZXI 2018,2018
BMW 6 Series GT 630d Luxury Line,2018
Honda Jazz 1.2 SV i VTEC,2015
Toyota Fortuner 2.8 2WD AT BSIV,2018
Hyundai Creta 1.6 CRDi SX,2017
Toyota Innova Crysta 2.8 ZX AT BSIV,2016
Hyundai Elite i20 Asta Option CVT BSIV,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017
Lexus ES 300h,2019
Jaguar XF 2.0 Diesel Portfolio,2017
Tata Safari Storme EX,2015
Volvo XC40 D4 Inscription BSIV,2019
Toyota Camry 2.5 Hybrid,2016
Maruti Wagon R LXI,2013
Maruti Baleno Alpha 1.3,2018
Honda Jazz VX,2016
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013
Maruti Swift AMT VVT VXI,2019
Toyota Etios VX,2017
Maruti Swift AMT ZXI,2018
Hyundai Grand i10 1.2 CRDi Sportz,2017
BMW X4 M Sport X xDrive20d,2019
BMW X4 M Sport X xDrive20d,2019
Honda Amaze V CVT Petrol BSIV,2019
Skoda Rapid 1.6 MPI AT Elegance,2016
Volvo V40 D3 R-Design,2018
Tata Indigo CS eLX BS IV,2017
Maruti Celerio ZXI AT,2016
Hyundai Grand i10 1.2 CRDi Sportz Option,2018
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010
Tata Indigo CS LS (TDI) BS III,2013
Renault KWID RXT Optional,2016
Hyundai Xcent 1.2 CRDi S,2019
Chevrolet Sail LT ABS,2015
Maruti Alto LXI,2005
Maruti Alto LXI,2005
Maruti Ritz VDi,2015
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017
Mahindra Scorpio M2DI,2011
Maruti Vitara Brezza VDi Option,2018
Mahindra Verito 1.5 D6 BSIV,2012
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011
Mahindra TUV 300 T8,2016
Maruti Wagon R VXI BS IV,2016
Hyundai Elite i20 Petrol Sportz,2018
Hyundai i10 Sportz,2014
Maruti Alto 800 LXI,2014
Mahindra Verito 1.5 D4 BSIII,2012
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017
Hyundai EON Magna Plus,2017
Tata Indica V2 DLS,2011
Chevrolet Tavera Neo 3 9 Str BSIII,2014
Maruti Vitara Brezza VDi,2017
Mahindra Bolero 2011-2019 ZLX,2013
Mahindra Scorpio S10 7 Seater,2015
Hyundai i10 Magna 1.1L,2011
Hyundai Santro GLS I - Euro II,2004
Hyundai Santro Xing XG AT eRLX Euro III,2004
Toyota Etios Liva GD,2012
Mahindra Verito 1.5 D4 BSIV,2012
Chevrolet Spark 1.0 E,2009
Ford Figo Diesel ZXI,2012
Mahindra Verito 1.5 D4 BSIII,2014
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006
Mahindra Bolero 2011-2019 DI NON AC BS III White,2016
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013
Mahindra Bolero DI,2011
Maruti Alto K10 LXI,2013
Maruti Alto LXi,2007
Maruti Wagon R LXI Minor,2010
Mahindra NuvoSport N8 AMT,2016
Hyundai Xcent 1.2 CRDi E,2018
Maruti Swift VVT ZXI,2017
Maruti Zen Estilo VXI BSIV W ABS,2011
Mahindra Xylo E4 8S,2010
Tata Tiago 1.2 Revotron XZ WO Alloy,2018
Mahindra Bolero 2011-2019 SLE,2014
Maruti Swift Dzire VDI,2017
Maruti Swift Dzire VXI,2015
Mahindra Bolero 2011-2019 ZLX,2012
Tata Zest Revotron 1.2 XT,2015
Renault Scala Diesel RxZ,2013
Ford Figo Diesel LXI,2010
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009
Maruti SX4 Vxi BSIII,2007
Maruti Ertiga VXI Limited Edition,2017
Maruti Swift VDI BSIV,2008
Hyundai i20 Sportz 1.2,2014
Renault KWID Climber 1.0 MT,2017
Mahindra Jeep Classic,1996
Tata Nano CX,2013
Tata Safari Storme EX,2017
Maruti Ciaz ZDi Plus,2015
Renault KWID RXT,2017
Toyota Innova 2.5 G (Diesel) 7 Seater,2014
Maruti Alto LX,2006
Renault KWID RXT Optional,2019
Maruti Wagon R VXI Minor,2010
Maruti Eeco CNG 5 Seater AC BSIV,2019
Mahindra Verito 1.4 G4 BSIV,2012
Mahindra Bolero DI,2008
Maruti Eeco 5 Seater AC BSIV,2015
Maruti Ritz VDi,2014
Chevrolet Optra 1.6 LT Royale,2006
Hyundai EON Magna Plus,2015
Chevrolet Spark 1.0 LT,2012
Maruti Ciaz Alpha Diesel,2018
Tata Indica V2 DLS TC,2004
Chevrolet Sail 1.2 LT ABS,2014
Maruti Omni MPI STD BSIV,2013
Mahindra Xylo D4 BSIII,2013
Maruti Alto K10 2010-2014 VXI,2011
Maruti Eeco CNG 5 Seater AC BSIV,2017
Hyundai Elite i20 Sportz Plus CVT BSIV,2019
Hyundai i20 Active 1.4,2015
Hyundai Xcent 1.2 VTVT SX,2019
Maruti Swift Dzire 1.2 Vxi BSIV,2010
Maruti Alto LXi,2009
Hyundai Getz GLX,2005
Hyundai i10 Sportz AT,2010
Maruti Eeco 5 Seater AC BSIV,2016
Tata Manza Aura Plus Safire,2010
Honda BR-V i-VTEC E MT,2017
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018
Maruti Swift VDI,2011
Maruti 800 Std BSII,2003
Maruti Ritz VDi,2009
Maruti Wagon R VXi BSII,2012
Mercedes-Benz New C-Class 220 CDI AT,2012
Hyundai i20 Era Diesel,2009
Toyota Innova 2.5 GX 8 STR,2010
Maruti Wagon R VXI BS IV,2017
Hyundai Getz GLE,2006
Maruti Ciaz VDi Plus SHVS,2015
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012
Chevrolet Aveo U-VA 1.2 LS,2010
Hyundai Getz GLE,2006
Maruti Swift Glam,2007
Honda City 1.5 EXI,2002
Maruti Alto LX,2005
Tata Nano Cx BSIV,2010
Renault Lodgy World Edition 110PS,2017
Renault KWID RXL,2015
Maruti Wagon R VXI 1.2,2019
Mahindra Bolero 2011-2019 Plus AC,2013
Hyundai i20 1.2 Asta,2018
Honda BRV i-DTEC V MT,2016
Tata Indigo CR4,2012
Hyundai i20 1.2 Asta Option,2017
Maruti Ritz VXI,2010
Tata Indigo CS LS (TDI) BS-III,2014
Maruti Swift Dzire VDI,2014
Maruti Swift VDI BSIV,2014
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018
Tata Manza Aura Quadrajet,2010
Ford Fiesta 1.4 Duratec EXI,2006
Hyundai i20 Active S Diesel,2018
Mahindra Scorpio LX 2.6 Turbo,2007
Tata Safari DICOR 2.2 EX 4x2,2011
Volkswagen Vento Diesel Highline,2011
Chevrolet Beat LT,2010
Maruti Alto LX,2004
Hyundai Xcent 1.1 CRDi S Option,2014
Renault Pulse RxZ,2012
Tata Indica Vista Quadrajet VX,2012
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015
Ford Figo Diesel Titanium,2011
Hyundai Xcent 1.2 CRDi SX,2017
Fiat Grande Punto 1.3 Emotion Pack 90HP (Diesel),2011
Hyundai Santa Fe 2WD AT,2014
Chevrolet Optra Magnum 1.6 LT Petrol,2009
Tata New Safari DICOR 2.2 EX 4x2,2010
Honda Accord 2.4 AT,2009
Maruti Swift AMT VXI,2019
Maruti Swift Dzire VDI,2014
Tata Safari Storme VX,2014
Maruti Swift Dzire VDI,2014
Hyundai i20 Sportz 1.4 CRDi,2014
Hyundai i10 Sportz,2009
Maruti Swift Dzire VDI,2013
Honda City 1.5 V Elegance,2011
Maruti Alto 800 LXI,2016
Renault KWID RXT,2016
Chevrolet Sail 1.3 LS,2016
Ford Figo Diesel EXI,2012
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018
Renault Duster 110PS Diesel RxL,2012
Maruti Swift ZDi,2014
Honda Civic 1.8 V MT,2008
Maruti Wagon R LXI,2005
Maruti Wagon R AX,2006
Hyundai Verna 1.4 VTVT,2015
Hyundai Grand i10 1.2 CRDi Asta,2019
Mahindra Scorpio 1.99 S10,2015
Hyundai i20 1.2 Asta,2017
Hyundai Santro GS zipDrive - Euro II,2004
Maruti Alto 800 LXI,2014
Maruti Eeco 5 Seater AC BSIV,2017
Nissan Terrano XE 85 PS,2014
Maruti Swift VXI,2019
Mahindra Supro LX 8 Str,2018
Maruti Alto K10 VXI,2019
Maruti Swift Dzire VDI,2016
Maruti Omni MPI CARGO BSIV,2017
Maruti Swift 1.3 VXi,2008
Hyundai Grand i10 CRDi Magna,2014
Maruti Celerio VDi,2015
Mahindra Marazzo M6,2018
Maruti Swift Vdi BSIII,2009
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013
Mahindra XUV500 W8 2WD,2014
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013
Hyundai Santro Xing GLS,2010
Maruti Swift VDI BSIV,2010
Chevrolet Beat Diesel LT,2012
Honda Brio Exclusive Edition,2014
Hyundai Grand i10 AT Asta,2015
Renault Duster 110PS Diesel RxL,2013
Hyundai Xcent 1.2 CRDi SX,2018
Renault Duster 110PS Diesel RxZ,2012
Mahindra Ingenio CRDe,2017
Maruti Ertiga BSIV VXI,2017
Renault Duster 110PS Diesel RxZ,2012
Maruti Eeco CNG 5 Seater AC BSIV,2019
Hyundai i20 Magna 1.4 CRDi (Diesel),2013
Volkswagen Vento Diesel Comfortline,2011
Maruti Alto LXi BSIII,2009
Tata New Safari DICOR 2.2 EX 4x2,2008
Hyundai Santro Xing GLS,2014
Hyundai i10 Magna 1.2 iTech SE,2014
