name,selling_price,km_driven,fuel,mileage,engine,max_power,torque,seats
Maruti Swift VXI Optional,500000,20000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Tata Hexa XE,1250000,15000,Diesel,17.6 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Hyundai i20 Magna,320000,31377,Petrol,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5
Maruti Swift Dzire VDI,700000,50000,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Maruti Wagon R VXI BS IV,290000,60000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Toyota Corolla Altis 1.8 VL AT,550000,100000,Petrol,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5
Honda Brio S MT,265000,60000,Petrol,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Maruti Baleno Alpha Automatic,830000,5000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Tata Safari Storme EX,800000,60000,Diesel,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Maruti Alto LXi,160000,25000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Renault KWID RXT,335000,30000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Datsun GO T BSIV,329000,80000,Petrol,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5
Maruti Vitara Brezza VDi Option,775000,75000,Diesel,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Hyundai Xcent 1.2 VTVT SX,524000,32000,Petrol,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Alto 800 LXI,245000,40000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Hyundai i20 1.2 Sportz,275000,93000,Petrol,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Tata Zest Revotron 1.2 XT,520000,60000,Petrol,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Maruti Swift 1.3 VXi,130000,120000,Petrol,,,,,
Nissan Sunny XL,550000,37000,Petrol,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,910000,15000,Petrol,17.0 kmpl,1497 CC,121.36 bhp,150Nm@ 4500rpm,5
Nissan Micra Active XV S,300000,80000,Petrol,19.49 kmpl,1198 CC,67.04 bhp,104Nm@ 4000rpm,5
Maruti Wagon R LXI Optional,350000,140000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Mahindra Ssangyong Rexton RX5,900000,70000,Diesel,12.83 kmpl,2696 CC,162 bhp,340Nm@ 1800-3250rpm,7
Mahindra Quanto C8,300000,120000,Diesel,17.21 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Ritz LDi,250000,110000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1100000,37000,Diesel,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Renault KWID RXT,270000,44000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Ertiga VDI,640000,80000,Diesel,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Mahindra XUV500 W4,650000,125000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Eeco 5 Seater AC BSIV,409999,13500,Petrol,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Hyundai Santro Xing GLS,165000,75000,Petrol,17.92 kmpl,1086 CC,62.1 bhp,96.1Nm@ 3000rpm,5
Hyundai Accent GLE,80000,120000,Petrol,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Mahindra XUV500 W8 2WD,535000,120000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,700000,70000,Diesel,12.99 kmpl,2494 CC,100.57 bhp,200Nm@ 1400-3400rpm,7
Maruti Swift Dzire VDI,550000,70000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Amaze S CVT Petrol BSIV,680000,15000,Petrol,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Hyundai i10 Sportz 1.2,200000,53000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift Dzire VDI,500000,120000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Ertiga SHVS ZDI Plus,1000000,70000,Diesel,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7
Hyundai Getz 1.3 GVS,110000,120000,Petrol,14.2 kmpl,1341 CC,82.9 bhp,"11.8@ 3,200(kgm@ rpm)",5
Hyundai i20 1.2 Magna,320000,100000,Petrol,18.5 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Tata Indica DLS,75000,110000,Diesel,,,,,
Maruti Swift LXI Optional-O,350000,100000,Petrol,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5
Tata Indica Vista TDI LS,170000,162500,Diesel,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,800000,39000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Maruti Ignis 1.3 Alpha,500000,75000,Diesel,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Tata Hexa XTA,1380000,50000,Diesel,17.6 kmpl,2179 CC,153.86 bhp,400Nm@ 1750-2500rpm,7
Mahindra Marazzo M6 8Str,1300000,40000,Diesel,17.3 kmpl,1497 CC,121 bhp,300Nm@ 1750-2500rpm,8
Hyundai Verna 1.6 CRDI,530000,92500,Diesel,22.32 kmpl,1582 CC,126.3 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Swift Dzire VDI,360000,158000,Diesel,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire LDi,310000,120000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Honda City i DTEC V,725000,50000,Diesel,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5
Maruti Swift Dzire ZDi,340000,110000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Hyundai Xcent 1.2 CRDi E,550000,2000,Diesel,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Toyota Fortuner 3.0 Diesel,1150000,181000,Diesel,11.5 kmpl,2982 CC,171 bhp,343Nm@ 1400-3400rpm,7
Tata Tiago 1.05 Revotorq XZ,380000,70000,Diesel,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Nissan Sunny XL AT Special Edition,350000,90000,Petrol,17.97 kmpl,1498 CC,99.6 bhp,134Nm@ 4000rpm,5
Hyundai Elite i20 Magna Plus BSIV,610000,2000,Petrol,18.6 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Maruti Swift Dzire VXI,525000,20000,Petrol,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Toyota Innova 2.5 GX 7 STR,480000,120000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Mahindra Thar CRDe,780000,35000,Diesel,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6
Maruti Swift Dzire ZDi,320000,193000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Maruti Swift 1.2 DLX (Only Delhi),375000,80000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Datsun GO D Petrol,300000,40000,Petrol,19.02 kmpl,1198 CC,67.05 bhp,104Nm@ 4000rpm,5
Hyundai i20 Asta 1.4 CRDi,500000,70000,Diesel,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5
Mahindra Scorpio LX,404000,122358,Diesel,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9
Tata Sumo Gold EX BSIII,500000,75000,Diesel,14.07 kmpl,2956 CC,69.01 bhp,223Nm@ 1600-2200rpm,7
Tata Tiago Wizz 1.05 Revotorq,350000,120000,Diesel,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5
Tata Zest Revotron 1.2 XT,380000,40000,Petrol,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Hyundai Accent GLE,114999,95200,Petrol,13.2 kmpl,1495 CC,94 bhp,"12.5@ 3,500(kgm@ rpm)",5
Honda Brio Exclusive Edition,335000,33033,Petrol,19.4 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Hyundai Grand i10 AT Asta,465000,63063,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Tata Manza Club Class Quadrajet90 LX,290000,60000,Diesel,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5
Maruti Alto LX,110000,45000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata New Safari DICOR 2.2 EX 4x2,450000,80000,Diesel,11.57 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7
Mahindra Bolero SLE,400000,170000,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mahindra Bolero DI DX 7 Seater,210000,207890,Diesel,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,4600000,7976,Diesel,17.9 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5
Maruti Omni E MPI STD BS IV,220000,35000,Petrol,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,8
Hyundai Grand i10 Sportz,450000,35000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Hyundai Grand i10 Sportz,450000,35000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Hyundai i10 Sportz AT,290000,50000,Petrol,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift VXI Deca,520000,20000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i10 Sportz AT,265000,20000,Petrol,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Swift VXI,330000,50000,Petrol,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift VXI,330000,50000,Petrol,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Mahindra Bolero 2011-2019 ZLX,509999,120000,Diesel,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Hyundai Verna 1.6 SX VTVT (O),500000,70000,Petrol,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5
Hyundai i20 Active 1.2,525000,50000,Petrol,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5
Maruti Baleno Zeta,675000,16500,Petrol,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i20 1.2 Asta,300000,70000,Petrol,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Maruti Alto LXI,90000,99361,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Swift Dzire VDI,650000,25000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VXI,409000,70000,Petrol,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Hyundai Grand i10 CRDi Sportz,395000,80000,Diesel,24.0 kmpl,1120 CC,70 bhp,160Nm@ 1500-2750rpm,5
Maruti Swift 1.3 VXi,215000,70000,Petrol,,,,,
Maruti Swift Dzire VXI,400000,70000,Petrol,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Chevrolet Beat LS,120000,60000,Petrol,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5
Tata Tigor 1.2 Revotron XZA,645000,10000,Petrol,20.3 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti 800 Std,81000,80000,Petrol,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Honda City i-DTEC VX,1300000,30000,Diesel,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5
Honda City i-DTEC VX,1250000,33000,Diesel,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5
Maruti Ertiga VXI,535000,90000,Petrol,16.02 kmpl,1373 CC,93.7 bhp,130Nm@ 4000rpm,7
Nissan Terrano XV Premium 110 PS,555000,80100,Diesel,19.01 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5
Honda City i VTEC VX,725000,120000,Petrol,17.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,5
Mahindra Willys CJ 3B 4X4,300000,10000,Diesel,,,,,
Renault KWID RXL,229999,40000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,800000,160000,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8
Maruti Wagon R VXI BS IV,409999,47000,Petrol,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Creta 1.4 CRDi S Plus,1210000,25000,Diesel,21.38 kmpl,1396 CC,88.7 bhp,219.7Nm@ 1500-2750rpm,5
Tata Tiago 1.2 Revotron XZ,400000,26000,Petrol,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,520000,29000,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
Maruti Baleno Zeta Automatic,650000,50000,Petrol,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5
Maruti Swift ZXI ABS,325000,58000,Petrol,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
Maruti Swift Dzire VXi AT,420000,120000,Petrol,17.4 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Swift LXI Option,400000,50000,Petrol,20.4 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai i20 1.2 Asta,254999,80000,Petrol,17.0 kmpl,1197 CC,80 bhp,"11.4 kgm at 4,000 rpm",5
Maruti Zen LXI,65000,60000,Petrol,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Maruti Celerio LXI,351000,36000,Petrol,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Toyota Innova 2.5 V Diesel 8-seater,404000,120000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Ritz LDi,185000,185000,Diesel,21.1 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Nissan Micra Diesel XV,250000,50000,Diesel,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5
Maruti Zen LXI,60000,100000,Petrol,17.3 kmpl,993 CC,60 bhp,78Nm@ 4500rpm,5
Hyundai Verna 1.6 SX VTVT (O),500000,50000,Petrol,17.1 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5
Maruti Zen Estilo LXI BSIII,85000,80000,Petrol,18.2 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai Santro Xing XL,85000,60000,Petrol,,,,,
Maruti Alto LX,85000,80000,Petrol,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Swift Dzire ZDi,265000,90000,Diesel,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5
Maruti A-Star Vxi,130000,162000,Petrol,19.0 kmpl,998 CC,66.1 bhp,90Nm@ 3500rpm,5
Maruti Ertiga VDI,480000,110000,Diesel,20.77 kmpl,1248 CC,88.76 bhp,200Nm@ 1750rpm,7
Maruti Swift Ldi BSIII,170000,120000,Diesel,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5
Nissan Micra Diesel XV,275000,45000,Diesel,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5
Maruti Wagon R LXI,89000,90000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Ford Figo Diesel Titanium,170000,90000,Diesel,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Mahindra XUV300 W8 Option BSIV,1090000,16500,Petrol,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5
Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,Diesel,17.01 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5
Maruti Swift VXI BSIV,610000,52000,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Datsun GO T Option BSIV,335000,40000,Petrol,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5
Hyundai Grand i10 Asta,434999,40000,Petrol,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5
Toyota Fortuner 2.8 2WD MT BSIV,3000000,35000,Diesel,14.24 kmpl,2755 CC,174.5 bhp,420Nm@ 1400-2600rpm,7
Renault KWID RXL,390000,13000,Petrol,20.71 kmpl,799 CC,53.26 bhp,72Nm@ 4386rpm,5
Honda Brio 1.2 VX MT,325000,40000,Petrol,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,10000,Petrol,17.0 kmpl,1198 CC,73.75 bhp,110Nm@ 3750rpm,5
Nissan Sunny XV Special Edition,450000,9000,Petrol,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5
Toyota Etios Liva GD SP,400000,70000,Diesel,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5
Hyundai i10 Sportz,215000,60000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Renault Duster 85PS Diesel RxL,570000,40000,Diesel,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5
Mahindra XUV500 W8 2WD,680000,93000,Diesel,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Toyota Innova 2.5 V Diesel 7-seater,325000,80000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),7
Tata Indigo CS eGLX BS IV,150000,50000,Petrol,15.64 kmpl,1193 CC,64.08 bhp,100Nm@ 2700rpm,5
Hyundai Elantra SX AT,690000,68000,Petrol,14.5 kmpl,1797 CC,147.5 bhp,177.5Nm@ 4700rpm,5
Mercedes-Benz New C-Class 220 CDI AT,1550000,25000,Diesel,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5
Tata Nano STD,64000,18000,Petrol,25.4 kmpl,624 CC,37.5 bhp,51Nm@ 4000rpm,4
Nissan Micra Diesel XL,250000,120000,Diesel,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5
Maruti Wagon R LXI,65000,35000,Petrol,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Swift Dzire VDI,550000,60000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai i10 Magna,140000,70000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Renault KWID RXT,300000,30000,Petrol,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Volkswagen GTI 1.8 TSI,800000,70000,Petrol,16.34 kmpl,1798 CC,189.3 bhp,250Nm@ 1250-5300rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,5150000,20000,Petrol,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,503000,110000,Diesel,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,225000,58343,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,740000,38817,Diesel,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,550000,56494,Petrol,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,650000,5621,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,625000,25538,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,600000,69779,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2475000,2000,Diesel,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Hyundai i10 Magna,150000,106000,Petrol,20.36 kmpl,1197 CC,78.9 bhp,111.7Nm@ 4000rpm,5
Toyota Etios Liva Diesel TRD Sportivo,265000,162000,Diesel,,,,,
Honda CR-V 2.4L 4WD AT,500000,120000,Petrol,11.1 kmpl,2354 CC,158.8 bhp,218Nm@ 4200rpm,5
Maruti Swift Dzire VDI,480000,90000,Diesel,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Hyundai Verna 1.6 SX CRDi (O),535000,70000,Diesel,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5
Toyota Innova 2.5 G1 Diesel 8-seater,250000,240000,Diesel,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti SX4 Celebration Diesel,300000,100000,Diesel,21.5 kmpl,1248 CC,88.8 bhp,200Nm@ 1750rpm,5
Hyundai Verna XXi ABS (Petrol),340000,214000,Petrol,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5
Hyundai Verna CRDi SX,340000,214000,Diesel,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5
Maruti Alto 800 VXI,240000,50000,Petrol,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Honda City i-VTEC CVT V,1085000,1000,Petrol,18.0 kmpl,1497 CC,117.6 bhp,145Nm@ 4600rpm,5
Maruti Swift Dzire AMT VDI,750000,19000,Diesel,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Tata Indigo LS,95000,265000,Diesel,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5
Maruti Eeco CNG 5 Seater AC,409999,35000,CNG,20.88 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Maruti Alto K10 VXI,215000,80000,Petrol,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Mahindra XUV500 AT W10 AWD,1290000,50000,Diesel,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7
Maruti Alto K10 LXI,150000,80000,Petrol,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Hyundai EON Sportz,219000,50000,Petrol,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Tata Tiago 1.2 Revotron XE,325000,100000,Petrol,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Maruti Eeco Smiles 5 Seater AC,260000,120000,Petrol,15.1 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,5150000,20000,Petrol,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,503000,110000,Diesel,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,225000,58343,Petrol,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,740000,38817,Diesel,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,550000,56494,Petrol,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,650000,5621,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,625000,25538,Petrol,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,600000,69779,Petrol,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
