name,seller_type,transmission,owner
Ford Figo 1.2P Titanium Plus MT,Individual,Manual,First Owner
Maruti Celerio ZXI,Individual,Manual,First Owner
Hyundai Creta 1.6 VTVT S,Individual,Manual,First Owner
Maruti Swift Dzire VXI 1.2,Individual,Manual,First Owner
Tata Hexa XT,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Individual,Manual,First Owner
Hyundai i20 Active 1.4 SX with AVN,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,Individual,Manual,First Owner
Honda Amaze S CVT Diesel BSIV,Individual,Automatic,First Owner
Mahindra Bolero 2011-2019 SLE,Individual,Manual,First Owner
Nissan Terrano XL Plus 85 PS,Individual,Manual,First Owner
Maruti Swift VXI Windsong Limited edition,Individual,Manual,Second Owner
Datsun RediGO 1.0 S,Individual,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Individual,Manual,First Owner
Hyundai i20 Magna 1.2,Individual,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Individual,Manual,First Owner
Maruti Baleno Alpha 1.3,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,Dealer,Manual,First Owner
Chevrolet Enjoy 1.3 TCDi LS 7,Individual,Manual,Second Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Individual,Manual,First Owner
Toyota Fortuner 4x2 AT,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,Individual,Manual,Second Owner
Toyota Fortuner 4x2 AT,Individual,Automatic,First Owner
Chevrolet Captiva LT,Individual,Manual,Third Owner
Tata Indica Vista Aqua 1.4 TDI,Individual,Manual,Second Owner
Nissan Micra Active XL Petrol,Individual,Manual,First Owner
Hyundai Verna Transform CRDi VGT SX ABS,Individual,Manual,Second Owner
Mahindra KUV 100 mFALCON D75 K8,Individual,Manual,First Owner
Maruti Ertiga VXI,Individual,Manual,First Owner
Ford Fiesta Titanium 1.5 TDCi,Individual,Manual,Second Owner
Tata Indigo CS LX DiCOR,Individual,Manual,First Owner
Hyundai i10 Magna 1.1L,Individual,Manual,First Owner
Maruti A-Star Vxi,Individual,Manual,Second Owner
Maruti Wagon R VXI BSIII,Individual,Manual,First Owner
Hyundai Verna 1.6 CRDi S,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Individual,Manual,First Owner
Hyundai Verna 1.6 VTVT S Option,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Individual,Manual,Second Owner
Mahindra KUV 100 D75 K6 Plus,Individual,Manual,First Owner
Kia Seltos HTE D,Individual,Manual,First Owner
Hyundai Xcent 1.2 VTVT S,Individual,Manual,First Owner
Honda Brio 1.2 S MT,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Celerio LDi,Individual,Manual,First Owner
Maruti Swift Dzire VXi,Individual,Manual,Third Owner
Volkswagen Vento Diesel Trendline,Individual,Manual,Second Owner
Chevrolet Beat LS,Individual,Manual,Second Owner
Toyota Etios Liva GD,Individual,Manual,First Owner
Hyundai Grand i10 AT Asta,Individual,Automatic,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Honda Civic 1.8 V AT,Individual,Automatic,First Owner
Maruti Ertiga BSIV VXI,Individual,Manual,Second Owner
Maruti Alto 800 VXI,Individual,Manual,First Owner
Maruti Alto 800 VXI,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Individual,Manual,First Owner
Chevrolet Beat Diesel LT,Individual,Manual,Second Owner
Tata New Safari DICOR 2.2 VX 4x2,Individual,Manual,Second Owner
Ford Figo Petrol EXI,Individual,Manual,Second Owner
Tata Indica V2 2001-2011 DLS BSIII,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Datsun RediGO S,Individual,Manual,First Owner
Maruti Alto K10 LXI,Individual,Manual,First Owner
Maruti Swift Dzire LDi,Individual,Manual,Second Owner
Tata Indica V2 DLX BSII,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 DI 4WD NON AC,Individual,Manual,Second Owner
Maruti Swift VDI BSIV,Individual,Manual,Second Owner
Hyundai i20 Asta Option 1.2,Individual,Manual,First Owner
Hyundai EON Era Plus,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,Individual,Manual,Third Owner
Maruti Swift Dzire 1.2 Vxi BSIV,Individual,Manual,First Owner
Maruti Swift Dzire VXI,Individual,Manual,First Owner
Chevrolet Beat LT,Individual,Manual,First Owner
Tata Tiago 1.2 Revotron XZ,Individual,Manual,First Owner
Chevrolet Sail 1.2 LS ABS,Individual,Manual,First Owner
Maruti Alto LXi BSIII,Individual,Manual,Third Owner
Jeep Compass 2.0 Longitude Option BSIV,Individual,Manual,First Owner
Honda City i VTEC VX,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Individual,Manual,First Owner
Maruti Alto K10 2010-2014 VXI,Individual,Manual,First Owner
Hyundai i20 1.2 Asta Option,Individual,Manual,First Owner
Tata Venture EX 7 Str Captain Seats,Individual,Manual,First Owner
Maruti Ertiga VXI,Individual,Manual,Second Owner
Hyundai i20 Magna,Individual,Manual,Second Owner
Hyundai EON Magna Plus,Individual,Manual,Second Owner
Maruti Estilo LXI,Individual,Manual,First Owner
Hyundai Getz GLX,Individual,Manual,Second Owner
Maruti Alto LXi,Individual,Manual,Second Owner
Chevrolet Sail 1.2 LS,Individual,Manual,First Owner
Maruti Swift VDI BSIV,Individual,Manual,Third Owner
Tata Zest Revotron 1.2T XM,Individual,Manual,First Owner
Ford Classic 1.4 Duratorq CLXI,Individual,Manual,Second Owner
Maruti Alto LXI,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Individual,Manual,First Owner
Mahindra Bolero SLX,Individual,Manual,Second Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Maruti Swift Dzire VDi,Individual,Manual,Second Owner
Tata Safari Storme EX,Individual,Manual,First Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,Dealer,Manual,First Owner
Toyota Innova Crysta 2.8 ZX AT BSIV,Individual,Automatic,First Owner
Hyundai Creta 1.6 CRDi SX,Individual,Manual,First Owner
Maruti Vitara Brezza VDi,Individual,Manual,First Owner
Hyundai i20 1.2 Spotz,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,Manual,First Owner
Honda Jazz 1.2 VX i VTEC,Individual,Manual,First Owner
Honda BR-V i-VTEC S MT,Dealer,Manual,First Owner
Hyundai Verna S,Dealer,Manual,First Owner
Nissan Micra XV CVT,Individual,Automatic,First Owner
Ford Figo Aspire 1.2 Ti-VCT Trend,Individual,Manual,First Owner
Hyundai EON Sportz,Individual,Manual,First Owner
Datsun RediGO T Option,Individual,Manual,First Owner
Ford Freestyle Titanium Petrol BSIV,Individual,Manual,First Owner
Hyundai Santro Sportz AMT BSIV,Individual,Automatic,Fourth & Above Owner
Ford EcoSport 1.5 Diesel Trend BSIV,Dealer,Manual,First Owner
Nissan Sunny XL D,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,Manual,Second Owner
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,Individual,Manual,First Owner
Hyundai i20 1.4 CRDi Asta,Individual,Manual,Second Owner
Jeep Compass 2.0 Limited,Individual,Manual,First Owner
Maruti Ertiga ZDI,Individual,Manual,Second Owner
Tata Manza Aura Quadrajet,Individual,Manual,Second Owner
Maruti Wagon R LXI,Individual,Manual,Third Owner
Skoda Rapid 1.5 TDI Elegance,Individual,Manual,Second Owner
Hyundai Verna 1.6 CRDi EX AT,Individual,Automatic,First Owner
Maruti Alto K10 LXI,Individual,Manual,First Owner
Maruti Alto K10 LXI,Individual,Manual,First Owner
Mahindra Scorpio 1.99 S10,Individual,Manual,First Owner
Renault Duster 110PS Diesel RxZ,Individual,Manual,Second Owner
Mahindra XUV500 W4,Individual,Manual,Second Owner
Maruti Alto 800 LXI Optional,Individual,Manual,Second Owner
Ford Figo Diesel Celebration Edition,Individual,Manual,Second Owner
Hyundai i10 Magna 1.2 iTech SE,Individual,Manual,Fourth & Above Owner
Maruti Swift Dzire VXI 1.2,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,Individual,Manual,First Owner
Hyundai EON Magna Plus,Individual,Manual,Second Owner
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Individual,Manual,Third Owner
Mitsubishi Pajero Sport 4X4,Dealer,Manual,First Owner
Chevrolet Beat Diesel LS,Dealer,Manual,First Owner
Volkswagen Ameo 1.5 TDI Comfortline,Dealer,Manual,First Owner
Toyota Etios VX,Dealer,Manual,Second Owner
Hyundai EON Era Plus,Dealer,Manual,Second Owner
Renault KWID RXT,Dealer,Manual,First Owner
Maruti Zen Estilo VXI BSIV,Dealer,Manual,First Owner
Toyota Innova 2.5 G (Diesel) 8 Seater,Dealer,Manual,First Owner
Maruti Zen Estilo LXI BSIII,Dealer,Manual,First Owner
Hyundai Verna 1.6 SX,Dealer,Manual,First Owner
Honda Amaze VX i-DTEC,Dealer,Manual,First Owner
Maruti Swift VXI BSIV,Dealer,Manual,First Owner
Toyota Fortuner 2.8 2WD MT,Dealer,Manual,First Owner
Ford Ecosport 1.5 Ti VCT MT Titanium,Individual,Manual,Second Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Individual,Automatic,First Owner
Tata Aria Pride,Individual,Manual,Third Owner
Tata Sumo CX 10 Str BSIV,Individual,Manual,First Owner
Tata Manza Aura Plus Quadrajet,Individual,Manual,Second Owner
Hyundai i10 Sportz 1.1L,Individual,Manual,First Owner
Tata Indigo CS LX (TDI) BS-III,Individual,Manual,First Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Mahindra Bolero SLX,Individual,Manual,Second Owner
Mahindra TUV 300 T8,Individual,Manual,First Owner
Maruti Swift Dzire LDI,Individual,Manual,First Owner
Maruti Alto 800 LXI,Individual,Manual,First Owner
Maruti Ertiga SHVS ZDI,Individual,Manual,Second Owner
Tata Tiago NRG Petrol,Individual,Manual,First Owner
Ford Figo Diesel ZXI,Individual,Manual,Second Owner
Maruti Omni E MPI STD BS IV,Individual,Manual,First Owner
Maruti Wagon R LXI BS IV,Individual,Manual,First Owner
Hyundai i10 Era,Individual,Manual,Second Owner
Tata Bolt Revotron XE,Individual,Manual,First Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Maruti Ertiga SHVS VDI,Individual,Manual,First Owner
Tata Safari Storme EX,Individual,Manual,Third Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Hyundai Grand i10 1.2 CRDi Asta,Individual,Manual,First Owner
Renault KWID RXT,Individual,Manual,First Owner
Maruti Swift VDI,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 SLX,Individual,Manual,Second Owner
Honda Accord V6 AT,Individual,Automatic,Second Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Hyundai EON Era Plus,Individual,Manual,First Owner
Mahindra Scorpio S10 7 Seater,Individual,Manual,First Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Hyundai Grand i10 CRDi Asta,Individual,Manual,Second Owner
Ford EcoSport 1.5 TDCi Titanium BSIV,Individual,Manual,First Owner
Maruti Wagon R VXI Optional,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,Individual,Manual,First Owner
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Individual,Manual,Third Owner
Tata Bolt Quadrajet XE,Individual,Manual,First Owner
Mahindra Thar CRDe,Individual,Manual,First Owner
Mahindra Xylo E4 BS IV,Individual,Manual,First Owner
Mahindra Xylo E4 BS IV,Individual,Manual,First Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Tata Indica Vista Aura Safire Anniversary Edition,Individual,Manual,Second Owner
Maruti Wagon R VXI BS IV,Individual,Manual,First Owner
Jaguar XE 2016-2019 2.0L Diesel Prestige,Dealer,Automatic,First Owner
Lexus ES 300h,Dealer,Automatic,First Owner
Jaguar XF 2.0 Diesel Portfolio,Dealer,Automatic,First Owner
Tata Safari Storme EX,Individual,Manual,First Owner
Volvo XC40 D4 Inscription BSIV,Individual,Automatic,First Owner
Toyota Camry 2.5 Hybrid,Trustmark Dealer,Automatic,First Owner
Maruti Wagon R LXI,Trustmark Dealer,Manual,First Owner
Maruti Baleno Alpha 1.3,Dealer,Manual,First Owner
Honda Jazz VX,Trustmark Dealer,Manual,First Owner
Toyota Innova 2.5 VX (Diesel) 7 Seater,Trustmark Dealer,Manual,Second Owner
Maruti Swift AMT VVT VXI,Trustmark Dealer,Automatic,First Owner
Toyota Etios VX,Trustmark Dealer,Manual,First Owner
Maruti Swift AMT ZXI,Dealer,Automatic,First Owner
Hyundai Grand i10 1.2 CRDi Sportz,Dealer,Manual,First Owner
BMW X4 M Sport X xDrive20d,Dealer,Automatic,First Owner
BMW X4 M Sport X xDrive20d,Dealer,Automatic,First Owner
Honda Amaze V CVT Petrol BSIV,Trustmark Dealer,Automatic,First Owner
Skoda Rapid 1.6 MPI AT Elegance,Dealer,Automatic,First Owner
Volvo V40 D3 R-Design,Dealer,Automatic,First Owner
Mahindra TUV 300 T8,Individual,Manual,First Owner
Maruti A-Star Zxi,Individual,Manual,Second Owner
Hyundai i10 Asta,Individual,Manual,Third Owner
Mahindra Thar CRDe AC,Individual,Manual,Second Owner
Fiat Grande Punto Sport 90BHP,Individual,Manual,First Owner
Maruti Alto LXi,Individual,Manual,Third Owner
Hyundai Getz 1.5 CRDi GVS,Individual,Manual,Second Owner
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Individual,Manual,First Owner
Mahindra TUV 300 T8,Individual,Manual,First Owner
Tata Indica V2 Turbomax DLS BS IV,Individual,Manual,Second Owner
Hyundai Xcent 1.2 Kappa Base,Individual,Manual,Second Owner
Mahindra KUV 100 G80 K6 Plus,Individual,Manual,Second Owner
Maruti Swift Dzire Tour S CNG,Individual,Manual,Second Owner
Maruti Swift Dzire VXI 1.2,Individual,Manual,First Owner
Ford EcoSport 1.5 Diesel Titanium BSIV,Individual,Manual,Third Owner
Toyota Yaris V CVT BSIV,Individual,Automatic,First Owner
Mercedes-Benz E-Class E250 CDI Avantgarde,Individual,Automatic,First Owner
Toyota Fortuner 4x2 4 Speed AT,Individual,Automatic,First Owner
Mahindra KUV 100 G80 K2,Individual,Manual,First Owner
Volkswagen Vento Diesel Highline,Individual,Manual,Second Owner
Ford Figo 1.2P Titanium Opt MT,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 SLE,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,Individual,Manual,First Owner
Hyundai Santro Xing XG,Individual,Manual,Second Owner
Hyundai Santro Xing GLS,Individual,Manual,First Owner
Nissan Sunny Diesel XV,Individual,Manual,Fourth & Above Owner
Hyundai Santro Xing GL Plus,Individual,Manual,Fourth & Above Owner
Maruti Wagon R LXI BS IV,Individual,Manual,Second Owner
Hyundai i10 Era,Individual,Manual,First Owner
Mahindra Xylo D2 BS IV,Individual,Manual,First Owner
Maruti Wagon R LXI Minor,Individual,Manual,Second Owner
Tata Indigo CS LS (TDI) BS-III,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 DI BSIII,Individual,Manual,Second Owner
Maruti Swift Dzire VDI,Individual,Manual,First Owner
Maruti Swift Vdi BSIII,Individual,Manual,Second Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Mahindra Xylo E6,Individual,Manual,Second Owner
Maruti Wagon R LXI BSIII,Individual,Manual,Second Owner
Mahindra Bolero DI DX 8 Seater,Individual,Manual,First Owner
Mahindra TUV 300 T8,Individual,Manual,Second Owner
Hyundai EON Era Plus,Individual,Manual,First Owner
Maruti Zen Estilo LXI BS IV,Individual,Manual,Second Owner
Maruti Celerio VXI,Individual,Manual,First Owner
Hyundai EON Era Plus,Individual,Manual,Second Owner
Tata Nano Cx,Individual,Manual,Third Owner
Mahindra Bolero DI DX 8 Seater,Individual,Manual,Second Owner
Chevrolet Tavera Neo 3 LT 9 Seats BSIII,Individual,Manual,Second Owner
Hyundai i20 Asta 1.4 CRDi,Individual,Manual,First Owner
Hyundai Elite i20 Magna Plus BSIV,Individual,Manual,First Owner
Mahindra TUV 300 T6 Plus,Individual,Manual,First Owner
Mahindra Scorpio M2DI,Individual,Manual,Second Owner
Honda CR-V 2.4 4WD AT,Individual,Automatic,Second Owner
Datsun GO Anniversary Edition,Individual,Manual,First Owner
Mahindra KUV 100 mFALCON G80 K2,Individual,Manual,First Owner
Hyundai i20 Sportz 1.4 CRDi,Individual,Manual,First Owner
Maruti Celerio LXI,Individual,Manual,First Owner
Hyundai Accent GLE,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 SLE,Individual,Manual,First Owner
Tata Indigo CS LS (TDI) BS III,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus AC,Individual,Manual,First Owner
Toyota Etios GD,Individual,Manual,Second Owner
Mahindra Bolero PLUS AC BSIII,Individual,Manual,Third Owner
Mahindra Bolero 2011-2019 Plus - AC BSIII,Individual,Manual,Third Owner
Nissan Sunny XE,Individual,Manual,Second Owner
Tata Manza Club Class Quadrajet90 VX,Individual,Manual,First Owner
Hyundai Xcent 1.1 CRDi SX Option,Individual,Manual,Second Owner
Hyundai Xcent 1.2 VTVT E Plus,Individual,Manual,First Owner
Ford Freestyle Titanium Plus Petrol BSIV,Individual,Manual,First Owner
Skoda Rapid Ultima 1.6 TDI Elegance,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus - AC BSIII,Individual,Manual,Second Owner
Mahindra Bolero 2011-2019 Plus-AC Plus PS BSIII,Individual,Manual,Third Owner
Toyota Innova 2.5 G (Diesel) 7 Seater,Individual,Manual,First Owner
Hyundai Grand i10 1.2 Kappa Magna AT,Individual,Automatic,First Owner
Renault KWID 1.0 RXT Optional,Individual,Manual,First Owner
Volkswagen Polo 1.5 TDI Comfortline,Individual,Manual,Second Owner
Chevrolet Beat LT,Individual,Manual,Fourth & Above Owner
Maruti Swift VXI Optional,Individual,Manual,First Owner
Mahindra XUV500 W10 2WD,Individual,Manual,First Owner
Maruti Swift 1.3 VXi,Individual,Manual,Third Owner
Mahindra Bolero GLX,Individual,Manual,Third Owner
Tata Indica V2 DLX TC,Individual,Manual,Third Owner
Hyundai Grand i10 1.2 Kappa Magna BSIV,Individual,Manual,First Owner
Maruti Zen Estilo VXI BSIV W ABS,Individual,Manual,First Owner
Tata Tiago 1.05 Revotorq XM,Individual,Manual,First Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Maruti Eeco 7 Seater Standard BSIV,Individual,Manual,Second Owner
Mahindra Scorpio VLX 2WD AIRBAG SE BSIV,Individual,Manual,Third Owner
Toyota Innova 2.5 E Diesel MS 8-seater,Individual,Manual,Third Owner
Tata Indigo eCS VX BSIV,Individual,Manual,First Owner
Ford Figo Aspire 1.2 Ti-VCT Titanium,Individual,Manual,First Owner
Mahindra Scorpio 2.6 CRDe SLE,Individual,Manual,Second Owner
Hyundai Santro Xing XP,Individual,Manual,Second Owner
Hyundai EON Era Plus,Individual,Manual,Second Owner
Hyundai EON D Lite,Individual,Manual,Second Owner
Maruti Alto LX,Individual,Manual,Second Owner
Tata Indica V2 DL BSIII,Individual,Manual,Fourth & Above Owner
Maruti Vitara Brezza ZDi Plus Dual Tone,Individual,Manual,Second Owner
Volkswagen Polo Diesel Highline 1.2L,Individual,Manual,Fourth & Above Owner
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Individual,Manual,First Owner
Mahindra Xylo D2,Individual,Manual,First Owner
Mahindra Bolero 2011-2019 DI - AC BS III,Individual,Manual,First Owner
Fiat Linea 1.3 Active,Individual,Manual,Second Owner
Hyundai Grand i10 CRDi Sportz,Individual,Manual,Second Owner
Maruti Swift Dzire VDi,Individual,Manual,Second Owner
Hyundai i20 1.4 CRDi Era,Individual,Manual,Second Owner
Mahindra Xylo D4 BSIV,Individual,Manual,Fourth & Above Owner
Honda Amaze i-VTEC Privilege Edition,Individual,Manual,First Owner
Mahindra Scorpio S2 7 Seater,Individual,Manual,First Owner
Maruti Alto K10 VXI,Individual,Manual,First Owner
Hyundai Santro GLS I - Euro I,Individual,Manual,Second Owner
Mahindra Scorpio M2DI,Individual,Manual,Fourth & Above Owner
Skoda Superb 1.8 TSI,Individual,Automatic,Second Owner
Tata Indica Vista Quadrajet ZX,Individual,Manual,First Owner
Ford Endeavour Hurricane Limited Edition,Individual,Automatic,Third Owner
Hyundai Grand i10 Sportz,Individual,Manual,First Owner
Ford Freestyle Trend Petrol BSIV,Individual,Manual,First Owner
Mahindra XUV500 W8 2WD,Individual,Manual,Second Owner
Chevrolet Aveo U-VA 1.2 LS,Individual,Manual,Second Owner
