,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,manufacturer,price_group
220,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
221,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
222,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,Datsun,"200,000 - 400,000"
223,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
224,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
225,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
226,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
227,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
228,Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
229,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,Nissan,"400,000 - 600,000"
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,Ford,"800,000+"
231,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,Nissan,"200,000 - 400,000"
232,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
233,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
234,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
235,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
237,Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
238,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
239,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
240,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
241,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,Hyundai,"0 - 200,000"
242,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
243,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,Toyota,"600,000 - 800,000"
245,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
246,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,Honda,"600,000 - 800,000"
247,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
248,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
249,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,Maruti,"800,000+"
250,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
251,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
252,Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,Tata,"0 - 200,000"
253,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
254,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,Tata,"0 - 200,000"
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
256,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
257,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,Tata,"800,000+"
258,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,Mahindra,"800,000+"
259,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
260,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
261,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
262,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,Honda,"600,000 - 800,000"
263,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
264,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
265,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
266,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
267,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,Nissan,"200,000 - 400,000"
268,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,Hyundai,"600,000 - 800,000"
269,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
270,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,Toyota,"400,000 - 600,000"
271,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,Mahindra,"600,000 - 800,000"
272,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
273,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
274,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,Datsun,"200,000 - 400,000"
275,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,"400,000 - 600,000"
276,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
277,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
278,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
279,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
280,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,Hyundai,"0 - 200,000"
281,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,Honda,"200,000 - 400,000"
282,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,Hyundai,"400,000 - 600,000"
283,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
284,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
285,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,Tata,"400,000 - 600,000"
286,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,Mahindra,"400,000 - 600,000"
287,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,Mahindra,"200,000 - 400,000"
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,"800,000+"
289,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
290,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
291,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
292,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,Hyundai,"200,000 - 400,000"
293,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
294,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,Hyundai,"200,000 - 400,000"
295,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
296,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
297,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,Mahindra,"400,000 - 600,000"
298,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
299,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
300,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
301,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,Hyundai,"200,000 - 400,000"
302,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
303,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,Maruti,"600,000 - 800,000"
304,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
305,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
306,Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
307,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
308,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,Chevrolet,"0 - 200,000"
309,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,Tata,"600,000 - 800,000"
310,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
311,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,Honda,"800,000+"
312,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,Honda,"800,000+"
313,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,Maruti,"400,000 - 600,000"
314,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,Nissan,"400,000 - 600,000"
315,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,Honda,"600,000 - 800,000"
316,Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,Mahindra,"200,000 - 400,000"
317,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
318,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,Toyota,"800,000+"
319,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
320,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,Hyundai,"800,000+"
321,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
322,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,Hyundai,"400,000 - 600,000"
323,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
324,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,Maruti,"200,000 - 400,000"
325,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,Maruti,"400,000 - 600,000"
326,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
327,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,"200,000 - 400,000"
328,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
329,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
330,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,Toyota,"400,000 - 600,000"
331,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
332,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,Nissan,"200,000 - 400,000"
333,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
334,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,"400,000 - 600,000"
335,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
336,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,Hyundai,"0 - 200,000"
337,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,"0 - 200,000"
338,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,Maruti,"200,000 - 400,000"
339,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
340,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,Maruti,"400,000 - 600,000"
341,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,Maruti,"0 - 200,000"
342,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,Nissan,"200,000 - 400,000"
343,Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,Maruti,"0 - 200,000"
344,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,Ford,"0 - 200,000"
345,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,Mahindra,"800,000+"
346,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,Hyundai,"800,000+"
347,Maruti Swift VXI BSIV,2018,610000,52000,Petrol,Dealer,Manual,First Owner,Maruti,"600,000 - 800,000"
348,Datsun GO T Option BSIV,2016,335000,40000,Petrol,Dealer,Manual,First Owner,Datsun,"200,000 - 400,000"
349,Hyundai Grand i10 Asta,2015,434999,40000,Petrol,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
350,Toyota Fortuner 2.8 2WD MT BSIV,2018,3000000,35000,Diesel,Individual,Manual,First Owner,Toyota,"800,000+"
351,Renault KWID RXL,2018,390000,13000,Petrol,Dealer,Manual,First Owner,Renault,"200,000 - 400,000"
352,Honda Brio 1.2 VX MT,2012,325000,40000,Petrol,Dealer,Manual,First Owner,Honda,"200,000 - 400,000"
353,Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,640000,10000,Petrol,Dealer,Manual,First Owner,Volkswagen,"600,000 - 800,000"
354,Nissan Sunny XV Special Edition,2012,450000,9000,Petrol,Dealer,Manual,First Owner,Nissan,"400,000 - 600,000"
355,Toyota Etios Liva GD SP,2013,400000,70000,Diesel,Dealer,Manual,Second Owner,Toyota,"400,000 - 600,000"
356,Hyundai i10 Sportz,2009,215000,60000,Petrol,Dealer,Manual,First Owner,Hyundai,"200,000 - 400,000"
357,Renault Duster 85PS Diesel RxL,2014,570000,40000,Diesel,Dealer,Manual,First Owner,Renault,"400,000 - 600,000"
358,Mahindra XUV500 W8 2WD,2012,680000,93000,Diesel,Dealer,Manual,First Owner,Mahindra,"600,000 - 800,000"
359,Toyota Innova 2.5 V Diesel 7-seater,2008,325000,80000,Diesel,Individual,Manual,Fourth & Above Owner,Toyota,"200,000 - 400,000"
360,Tata Indigo CS eGLX BS IV,2011,150000,50000,Petrol,Individual,Manual,Second Owner,Tata,"0 - 200,000"
361,Hyundai Elantra SX AT,2013,690000,68000,Petrol,Dealer,Automatic,First Owner,Hyundai,"600,000 - 800,000"
362,Mercedes-Benz New C-Class 220 CDI AT,2013,1550000,25000,Diesel,Individual,Automatic,First Owner,Mercedes-Benz,"800,000+"
363,Tata Nano STD,2012,64000,18000,Petrol,Dealer,Manual,First Owner,Tata,"0 - 200,000"
364,Nissan Micra Diesel XL,2013,250000,120000,Diesel,Individual,Manual,First Owner,Nissan,"200,000 - 400,000"
365,Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
366,Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,Maruti,"400,000 - 600,000"
367,Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,"0 - 200,000"
368,Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,Renault,"200,000 - 400,000"
369,Volkswagen GTI 1.8 TSI,2016,800000,70000,Petrol,Individual,Automatic,First Owner,Volkswagen,"800,000+"
370,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar,"800,000+"
371,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus,"800,000+"
372,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar,"800,000+"
373,Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,Tata,"400,000 - 600,000"
374,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,Volvo,"800,000+"
375,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,Toyota,"800,000+"
376,Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,Maruti,"200,000 - 400,000"
377,Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,Maruti,"600,000 - 800,000"
378,Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,Honda,"400,000 - 600,000"
379,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,Toyota,"600,000 - 800,000"
380,Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,Maruti,"600,000 - 800,000"
381,Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,Toyota,"600,000 - 800,000"
382,Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,Maruti,"600,000 - 800,000"
383,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,Hyundai,"400,000 - 600,000"
384,BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,BMW,"800,000+"
385,BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,BMW,"800,000+"
386,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,Honda,"600,000 - 800,000"
387,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,Skoda,"600,000 - 800,000"
388,Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,Volvo,"800,000+"
389,Hyundai i10 Magna,2010,150000,106000,Petrol,Individual,Manual,Third Owner,Hyundai,"0 - 200,000"
390,Toyota Etios Liva Diesel TRD Sportivo,2012,265000,162000,Diesel,Individual,Manual,Third Owner,Toyota,"200,000 - 400,000"
391,Honda CR-V 2.4L 4WD AT,2009,500000,120000,Petrol,Individual,Automatic,Second Owner,Honda,"400,000 - 600,000"
392,Maruti Swift Dzire VDI,2015,480000,90000,Diesel,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
393,Hyundai Verna 1.6 SX CRDi (O),2014,535000,70000,Diesel,Individual,Manual,Third Owner,Hyundai,"400,000 - 600,000"
394,Toyota Innova 2.5 G1 Diesel 8-seater,2005,250000,240000,Diesel,Individual,Manual,Third Owner,Toyota,"200,000 - 400,000"
395,Maruti SX4 Celebration Diesel,2012,300000,100000,Diesel,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
396,Hyundai Verna XXi ABS (Petrol),2009,340000,214000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
397,Hyundai Verna CRDi SX,2009,340000,214000,Diesel,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
398,Maruti Alto 800 VXI,2016,240000,50000,Petrol,Individual,Manual,First Owner,Maruti,"200,000 - 400,000"
399,Honda City i-VTEC CVT V,2018,1085000,1000,Petrol,Individual,Automatic,First Owner,Honda,"800,000+"
400,Maruti Swift Dzire AMT VDI,2017,750000,19000,Diesel,Individual,Automatic,First Owner,Maruti,"600,000 - 800,000"
401,Tata Indigo LS,2012,95000,265000,Diesel,Individual,Manual,Second Owner,Tata,"0 - 200,000"
402,Maruti Eeco CNG 5 Seater AC,2020,409999,35000,Other,Individual,Manual,First Owner,Maruti,"400,000 - 600,000"
403,Maruti Alto K10 VXI,2014,215000,80000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
404,Mahindra XUV500 AT W10 AWD,2016,1290000,50000,Diesel,Individual,Automatic,First Owner,Mahindra,"800,000+"
405,Maruti Alto K10 LXI,2010,150000,80000,Petrol,Individual,Manual,First Owner,Maruti,"0 - 200,000"
406,Hyundai EON Sportz,2013,219000,50000,Petrol,Individual,Manual,Second Owner,Hyundai,"200,000 - 400,000"
407,Tata Tiago 1.2 Revotron XE,2018,325000,100000,Petrol,Individual,Manual,First Owner,Tata,"200,000 - 400,000"
408,Maruti Eeco Smiles 5 Seater AC,2013,260000,120000,Petrol,Individual,Manual,Second Owner,Maruti,"200,000 - 400,000"
409,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,First Owner,Jaguar,"800,000+"
410,Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,Lexus,"800,000+"
411,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,Jaguar,"800,000+"
